line_number,target_node,skipFirst,priority,incoming_scoreEnd
8461,68549,0,0,48
8462,68551,0,0,48
8464,68549,0,0,48
8465,68551,0,0,48
8467,68547,0,0,47
8468,68549,0,0,48
8470,68547,0,0,47
8471,68549,0,0,48
8473,68547,0,0,47
8474,68547,0,1,47
8476,68547,0,0,47
8477,68547,0,1,47
8479,68543,0,7,28
8480,68545,0,7,28
8482,68543,0,7,28
8483,68545,0,7,28
8485,68536,0,8,29
8486,68543,0,7,28
8488,68536,0,8,29
8489,68543,0,7,28
8491,68536,0,8,29
8492,68536,0,8,29
8494,68536,0,8,29
8495,68536,0,8,29
8508,68536,1,9,94
8509,68543,1,8,93
8510,68545,1,8,93
8511,68547,1,0,110
8513,68536,1,9,94
8514,68543,1,8,93
8515,68543,0,0,78
8516,68545,1,8,93
8517,68545,0,0,78
8519,68536,1,9,94
8520,68543,1,8,93
8521,68543,0,0,78
8522,68545,1,8,93
8523,68545,0,0,78
8525,68536,1,9,94
8526,68536,0,0,77
8527,68543,1,8,93
8528,68543,0,0,78
8530,68536,1,9,94
8531,68536,0,0,77
8532,68543,1,8,93
8533,68543,0,0,78
8535,68536,1,9,94
8536,68536,0,0,77
8537,68536,0,1,77
8539,68536,1,9,94
8540,68536,0,0,77
8541,68536,0,1,77
8543,68537,0,8,29
8545,68537,0,8,29
8556,68536,1,0,140
8558,68537,0,0,77
8560,68537,0,0,77
8562,68538,0,8,29
8564,68538,0,8,29
8573,68537,1,0,140
8575,68538,0,0,77
8577,68538,0,0,77
8579,68539,0,8,29
8581,68539,0,8,29
8590,68538,1,0,140
8592,68539,0,0,77
8594,68539,0,0,77
8596,68540,0,8,29
8598,68540,0,8,29
8607,68539,1,0,140
8609,68540,0,0,77
8611,68540,0,0,77
8613,68541,0,8,29
8615,68541,0,8,29
8624,68540,1,0,140
8626,68541,0,0,77
8628,68541,0,0,77
8630,68523,0,0,46
8631,68529,0,0,46
8633,68523,0,0,46
8634,68529,0,0,46
8636,68523,0,0,46
8637,68523,0,0,45
8639,68523,0,0,46
8640,68523,0,0,45
8650,68523,1,0,108
8652,68524,0,0,45
8654,68524,0,0,45
8662,68524,1,0,108
8664,68525,0,0,45
8666,68525,0,0,45
8674,68525,1,0,108
8676,68526,0,0,45
8678,68526,0,0,45
8686,68526,1,0,108
8688,68527,0,0,45
8690,68527,0,0,45
8692,68515,0,0,25
8693,68517,0,0,25
8695,68515,0,0,25
8696,68517,0,0,25
8698,68509,0,1,25
8699,68515,0,0,25
8701,68509,0,1,25
8702,68515,0,0,25
8704,68509,0,1,25
8705,68509,0,0,24
8707,68509,0,1,25
8708,68509,0,0,24
8719,68509,1,0,87
8720,68515,1,3,88
8721,68517,1,4,89
8722,68527,1,4,108
8724,68509,1,0,87
8725,68515,1,3,88
8726,68515,0,5,89
8727,68517,1,4,89
8728,68517,0,5,89
8730,68509,1,0,87
8731,68515,1,3,88
8732,68515,0,5,89
8733,68517,1,4,89
8734,68517,0,5,89
8736,68509,1,0,87
8737,68509,0,5,88
8738,68515,1,3,88
8739,68515,0,5,89
8741,68509,1,0,87
8742,68509,0,5,88
8743,68515,1,3,88
8744,68515,0,5,89
8746,68509,1,0,87
8747,68509,0,5,88
8748,68509,0,4,88
8750,68509,1,0,87
8751,68509,0,5,88
8752,68509,0,4,88
8754,68510,0,0,24
8756,68510,0,0,24
8767,68509,1,3,151
8769,68510,0,4,88
8771,68510,0,4,88
8773,68511,0,1,26
8775,68511,0,1,26
8784,68510,1,4,151
8786,68511,0,5,90
8788,68511,0,5,90
8790,68512,0,0,26
8792,68512,0,0,26
8801,68511,1,4,153
8803,68512,0,5,90
8805,68512,0,5,90
8807,68513,0,0,26
8809,68513,0,0,26
8818,68512,1,4,153
8820,68513,0,5,90
8822,68513,0,5,90
8824,68501,0,0,70
8825,68503,0,0,70
8827,68501,0,0,70
8828,68503,0,0,70
8830,68499,0,1,69
8831,68501,0,0,70
8833,68499,0,1,69
8834,68501,0,0,70
8836,68499,0,1,69
8837,68499,0,0,69
8839,68499,0,1,69
8840,68499,0,0,69
8842,68485,0,0,52
8843,68487,0,0,52
8844,68489,0,0,52
8845,68491,0,0,52
8846,68493,0,0,52
8847,68495,0,0,52
8848,68497,0,0,52
8850,68485,0,0,52
8851,68487,0,0,52
8852,68489,0,0,52
8853,68491,0,0,52
8854,68493,0,0,52
8855,68495,0,0,52
8856,68497,0,0,52
8858,68485,0,0,52
8859,68487,0,0,52
8860,68489,0,0,52
8861,68491,0,0,52
8862,68493,0,0,52
8863,68495,0,0,52
8864,68495,0,0,48
8866,68485,0,0,52
8867,68487,0,0,52
8868,68489,0,0,52
8869,68491,0,0,52
8870,68493,0,0,52
8871,68495,0,0,52
8872,68495,0,0,48
8874,68485,0,0,52
8875,68487,0,0,52
8876,68489,0,0,52
8877,68491,0,0,52
8878,68493,0,0,52
8879,68493,0,0,44
8881,68485,0,0,52
8882,68487,0,0,52
8883,68489,0,0,52
8884,68491,0,0,52
8885,68493,0,0,52
8886,68493,0,0,44
8888,68485,0,0,52
8889,68487,0,0,52
8890,68489,0,0,52
8891,68491,0,0,52
8892,68491,0,0,42
8894,68485,0,0,52
8895,68487,0,0,52
8896,68489,0,0,52
8897,68491,0,0,52
8898,68491,0,0,42
8900,68485,0,0,52
8901,68487,0,0,52
8902,68489,0,0,52
8903,68489,0,0,40
8905,68485,0,0,52
8906,68487,0,0,52
8907,68489,0,0,52
8908,68489,0,0,40
8910,68485,0,0,52
8911,68487,0,0,52
8912,68487,0,0,38
8914,68485,0,0,52
8915,68487,0,0,52
8916,68487,0,0,38
8918,68485,0,0,52
8919,68485,0,0,36
8921,68485,0,0,52
8922,68485,0,0,36
8924,68481,0,0,22
8925,68483,0,0,22
8927,68481,0,0,22
8928,68483,0,0,22
8930,68481,0,0,22
8931,68481,0,0,23
8933,68481,0,0,22
8934,68481,0,0,23
8936,68474,0,0,22
8937,68477,0,0,22
8938,68479,0,0,22
8940,68474,0,0,22
8941,68477,0,0,22
8942,68479,0,0,22
8944,68474,0,0,22
8945,68477,0,0,22
8946,68477,0,1,23
8948,68474,0,0,22
8949,68477,0,0,22
8950,68477,0,1,23
8952,68474,0,0,22
8953,68474,0,2,24
8955,68474,0,0,22
8956,68474,0,2,24
8979,68474,1,1,87
8980,68477,1,1,87
8981,68479,1,1,87
8982,68481,1,0,86
8983,68483,1,0,87
8984,68485,1,0,99
8986,68474,1,1,87
8987,68477,1,1,87
8988,68479,1,1,87
8989,68481,1,0,86
8990,68481,0,1,78
8991,68483,1,0,87
8992,68483,0,1,78
8994,68474,1,1,87
8995,68477,1,1,87
8996,68479,1,1,87
8997,68481,1,0,86
8998,68481,0,1,78
8999,68483,1,0,87
9000,68483,0,1,78
9002,68474,1,1,87
9003,68477,1,1,87
9004,68479,1,1,87
9005,68481,1,0,86
9006,68481,0,1,78
9007,68481,0,1,72
9009,68474,1,1,87
9010,68477,1,1,87
9011,68479,1,1,87
9012,68481,1,0,86
9013,68481,0,1,78
9014,68481,0,1,72
9016,68474,1,1,87
9017,68474,0,0,72
9018,68477,1,1,87
9019,68477,0,0,72
9020,68479,1,1,87
9021,68479,0,0,72
9023,68474,1,1,87
9024,68474,0,0,72
9025,68477,1,1,87
9026,68477,0,0,72
9027,68479,1,1,87
9028,68479,0,0,72
9030,68474,1,1,87
9031,68474,0,0,72
9032,68477,1,1,87
9033,68477,0,0,72
9034,68477,0,1,71
9036,68474,1,1,87
9037,68474,0,0,72
9038,68477,1,1,87
9039,68477,0,0,72
9040,68477,0,1,71
9042,68474,1,1,87
9043,68474,0,0,72
9044,68474,0,1,70
9046,68474,1,1,87
9047,68474,0,0,72
9048,68474,0,1,70
9050,68475,0,1,23
9052,68475,0,1,23
9065,68474,1,0,133
9067,68475,0,1,87
9069,68475,0,1,87
9071,68469,0,0,73
9072,68471,0,0,73
9074,68469,0,0,73
9075,68471,0,0,73
9077,68465,0,0,72
9078,68469,0,0,73
9080,68465,0,0,72
9081,68469,0,0,73
9083,68465,0,0,72
9084,68465,0,1,72
9086,68465,0,0,72
9087,68465,0,1,72
9098,68465,1,0,135
9100,68466,0,0,72
9102,68466,0,0,72
9110,68466,1,0,135
9112,68467,0,0,74
9114,68467,0,0,74
9116,68459,0,0,55
9117,68461,0,0,55
9119,68459,0,0,55
9120,68461,0,0,55
9122,68457,0,1,54
9123,68459,0,0,55
9125,68457,0,1,54
9126,68459,0,0,55
9128,68457,0,1,54
9129,68457,0,0,54
9131,68457,0,1,54
9132,68457,0,0,54
9134,68453,0,0,45
9135,68454,0,0,45
9137,68453,0,0,45
9138,68454,0,0,45
9140,68451,0,1,44
9141,68453,0,0,45
9143,68451,0,1,44
9144,68453,0,0,45
9146,68451,0,1,44
9147,68451,0,0,44
9149,68451,0,1,44
9150,68451,0,0,44
9164,68451,1,0,107
9166,68447,0,0,69
9167,68448,0,0,69
9169,68447,0,0,69
9170,68448,0,0,69
9172,68442,0,1,68
9173,68447,0,0,69
9175,68442,0,1,68
9176,68447,0,0,69
9178,68442,0,1,68
9179,68442,0,0,68
9181,68442,0,1,68
9182,68442,0,0,68
9192,68442,1,0,131
9194,68443,0,0,68
9196,68443,0,0,68
9204,68443,1,0,131
9206,68444,0,0,68
9208,68444,0,0,68
9216,68444,1,0,131
9218,68445,0,0,68
9220,68445,0,0,68
9222,68435,0,0,57
9223,68436,0,0,57
9225,68435,0,0,57
9226,68436,0,0,57
9228,68431,0,1,56
9229,68435,0,0,57
9231,68431,0,1,56
9232,68435,0,0,57
9234,68431,0,1,56
9235,68431,0,0,56
9237,68431,0,1,56
9238,68431,0,0,56
9249,68431,1,0,119
9251,68432,0,0,56
9253,68432,0,0,56
9261,68432,1,0,119
9263,68433,0,0,56
9265,68433,0,0,56
9267,68425,0,0,25
9268,68427,0,0,25
9270,68425,0,0,25
9271,68427,0,0,25
9273,68423,0,1,25
9274,68425,0,0,25
9276,68423,0,1,25
9277,68425,0,0,25
9279,68423,0,1,25
9280,68423,0,0,24
9282,68423,0,1,25
9283,68423,0,0,24
9294,68423,1,1,89
9295,68425,1,0,88
9296,68427,1,1,89
9297,68433,1,1,119
9299,68423,1,1,89
9300,68425,1,0,88
9301,68425,0,2,89
9302,68427,1,1,89
9303,68427,0,2,89
9305,68423,1,1,89
9306,68425,1,0,88
9307,68425,0,2,89
9308,68427,1,1,89
9309,68427,0,2,89
9311,68423,1,1,89
9312,68423,0,2,88
9313,68425,1,0,88
9314,68425,0,2,89
9316,68423,1,1,89
9317,68423,0,2,88
9318,68425,1,0,88
9319,68425,0,2,89
9321,68423,1,1,89
9322,68423,0,2,88
9323,68423,0,1,88
9325,68423,1,1,89
9326,68423,0,2,88
9327,68423,0,1,88
9329,68419,0,0,47
9330,68420,0,0,47
9332,68419,0,0,47
9333,68420,0,0,47
9335,68417,0,1,46
9336,68419,0,0,47
9338,68417,0,1,46
9339,68419,0,0,47
9341,68417,0,1,46
9342,68417,0,0,46
9344,68417,0,1,46
9345,68417,0,0,46
9347,68413,0,1,25
9348,68415,0,1,25
9350,68413,0,1,25
9351,68415,0,1,25
9353,68410,0,2,26
9354,68413,0,1,25
9356,68410,0,2,26
9357,68413,0,1,25
9359,68410,0,2,26
9360,68410,0,2,26
9362,68410,0,2,26
9363,68410,0,2,26
9379,68410,1,3,91
9380,68413,1,2,90
9381,68415,1,2,90
9382,68417,1,0,109
9384,68410,1,3,91
9385,68413,1,2,90
9386,68413,0,0,87
9387,68415,1,2,90
9388,68415,0,0,87
9390,68410,1,3,91
9391,68413,1,2,90
9392,68413,0,0,87
9393,68415,1,2,90
9394,68415,0,0,87
9396,68410,1,3,91
9397,68410,0,1,86
9398,68413,1,2,90
9399,68413,0,0,87
9401,68410,1,3,91
9402,68410,0,1,86
9403,68413,1,2,90
9404,68413,0,0,87
9406,68410,1,3,91
9407,68410,0,1,86
9408,68410,0,0,86
9410,68410,1,3,91
9411,68410,0,1,86
9412,68410,0,0,86
9414,68411,0,2,26
9416,68411,0,2,26
9427,68410,1,0,149
9429,68411,0,0,86
9431,68411,0,0,86
9433,68405,0,0,66
9434,68407,0,0,66
9436,68405,0,0,66
9437,68407,0,0,66
9439,68403,0,0,65
9440,68405,0,0,66
9442,68403,0,0,65
9443,68405,0,0,66
9445,68403,0,0,65
9446,68403,0,1,65
9448,68403,0,0,65
9449,68403,0,1,65
9451,68399,0,0,40
9452,68401,0,0,40
9454,68399,0,0,40
9455,68401,0,0,40
9457,68397,0,1,39
9458,68399,0,0,40
9460,68397,0,1,39
9461,68399,0,0,40
9463,68397,0,1,39
9464,68397,0,0,39
9466,68397,0,1,39
9467,68397,0,0,39
9481,68397,1,0,102
9483,68393,0,0,43
9484,68394,0,0,43
9486,68393,0,0,43
9487,68394,0,0,43
9489,68391,0,1,42
9490,68393,0,0,43
9492,68391,0,1,42
9493,68393,0,0,43
9495,68391,0,1,42
9496,68391,0,0,42
9498,68391,0,1,42
9499,68391,0,0,42
9509,68391,1,0,105
9511,68387,0,0,48
9512,68389,0,0,48
9514,68387,0,0,48
9515,68389,0,0,48
9517,68385,0,1,47
9518,68387,0,0,48
9520,68385,0,1,47
9521,68387,0,0,48
9523,68385,0,1,47
9524,68385,0,0,47
9526,68385,0,1,47
9527,68385,0,0,47
9537,68385,1,0,110
9539,68381,0,2,58
9540,68383,0,2,58
9542,68381,0,2,58
9543,68383,0,2,58
9545,68379,0,3,57
9546,68381,0,2,58
9548,68379,0,3,57
9549,68381,0,2,58
9551,68379,0,3,57
9552,68379,0,2,57
9554,68379,0,3,57
9555,68379,0,2,57
9557,68366,0,2,29
9558,68377,0,2,29
9560,68366,0,2,29
9561,68377,0,2,29
9563,68366,0,2,29
9564,68366,0,4,28
9565,68375,0,4,28
9567,68366,0,2,29
9568,68366,0,4,28
9569,68375,0,4,28
9571,68366,0,2,29
9572,68366,0,4,28
9573,68366,0,9,33
9574,68373,0,9,33
9576,68366,0,2,29
9577,68366,0,4,28
9578,68366,0,9,33
9579,68373,0,9,33
9581,68366,0,2,29
9582,68366,0,4,28
9583,68366,0,9,33
9585,68366,0,2,29
9586,68366,0,4,28
9587,68366,0,9,33
9601,68366,1,2,92
9602,68373,1,8,98
9603,68375,1,3,93
9604,68377,1,0,92
9605,68379,1,3,120
9607,68366,1,2,92
9608,68366,0,4,93
9609,68373,1,8,98
9610,68375,1,3,93
9611,68377,1,0,92
9612,68377,0,4,93
9614,68366,1,2,92
9615,68366,0,4,93
9616,68373,1,8,98
9617,68375,1,3,93
9618,68377,1,0,92
9619,68377,0,4,93
9621,68366,1,2,92
9622,68366,0,4,93
9623,68366,0,0,88
9624,68373,1,8,98
9625,68375,1,3,93
9626,68375,0,0,88
9628,68366,1,2,92
9629,68366,0,4,93
9630,68366,0,0,88
9631,68373,1,8,98
9632,68375,1,3,93
9633,68375,0,0,88
9635,68366,1,2,92
9636,68366,0,4,93
9637,68366,0,0,88
9638,68366,0,0,83
9639,68373,1,8,98
9640,68373,0,0,83
9642,68366,1,2,92
9643,68366,0,4,93
9644,68366,0,0,88
9645,68366,0,0,83
9646,68373,1,8,98
9647,68373,0,0,83
9649,68366,1,2,92
9650,68366,0,4,93
9651,68366,0,0,88
9652,68366,0,0,83
9653,68366,0,0,78
9654,68371,0,0,78
9656,68366,1,2,92
9657,68366,0,4,93
9658,68366,0,0,88
9659,68366,0,0,83
9660,68366,0,0,78
9661,68371,0,0,78
9663,68366,1,2,92
9664,68366,0,4,93
9665,68366,0,0,88
9666,68366,0,0,83
9667,68366,0,0,78
9668,68366,0,4,73
9669,68369,0,4,73
9671,68366,1,2,92
9672,68366,0,4,93
9673,68366,0,0,88
9674,68366,0,0,83
9675,68366,0,0,78
9676,68366,0,4,73
9677,68369,0,4,73
9679,68366,1,2,92
9680,68366,0,4,93
9681,68366,0,0,88
9682,68366,0,0,83
9683,68366,0,0,78
9684,68366,0,4,73
9685,68366,0,9,68
9687,68366,1,2,92
9688,68366,0,4,93
9689,68366,0,0,88
9690,68366,0,0,83
9691,68366,0,0,78
9692,68366,0,4,73
9693,68366,0,9,68
9706,68366,1,0,131
9708,68367,0,0,78
9710,68367,0,0,78
9712,68360,0,0,62
9713,68363,0,0,62
9715,68360,0,0,62
9716,68363,0,0,62
9718,68360,0,0,62
9719,68360,0,1,61
9721,68360,0,0,62
9722,68360,0,1,61
9732,68360,1,0,124
9734,68361,0,0,62
9736,68361,0,0,62
9738,68355,0,0,42
9739,68357,0,0,42
9741,68355,0,0,42
9742,68357,0,0,42
9744,68355,0,0,42
9745,68355,0,0,41
9747,68355,0,0,42
9748,68355,0,0,41
9758,68355,1,0,104
9760,68351,0,0,62
9761,68353,0,0,62
9763,68351,0,0,62
9764,68353,0,0,62
9766,68349,0,0,61
9767,68351,0,0,62
9769,68349,0,0,61
9770,68351,0,0,62
9772,68349,0,0,61
9773,68349,0,1,61
9775,68349,0,0,61
9776,68349,0,1,61
9778,68345,0,0,48
9779,68347,0,0,48
9781,68345,0,0,48
9782,68347,0,0,48
9784,68342,0,1,47
9785,68345,0,0,48
9787,68342,0,1,47
9788,68345,0,0,48
9790,68342,0,1,47
9791,68342,0,0,47
9793,68342,0,1,47
9794,68342,0,0,47
9807,68342,1,0,110
9809,68343,0,0,47
9811,68343,0,0,47
9813,68337,0,6,32
9814,68339,0,6,32
9816,68337,0,6,32
9817,68339,0,6,32
9819,68335,0,7,33
9820,68337,0,6,32
9822,68335,0,7,33
9823,68337,0,6,32
9825,68335,0,7,33
9826,68335,0,7,33
9828,68335,0,7,33
9829,68335,0,7,33
9840,68335,1,8,98
9841,68337,1,7,97
9842,68339,1,7,97
9843,68343,1,0,110
9845,68335,1,8,98
9846,68337,1,7,97
9847,68337,0,0,84
9848,68339,1,7,97
9849,68339,0,0,84
9851,68335,1,8,98
9852,68337,1,7,97
9853,68337,0,0,84
9854,68339,1,7,97
9855,68339,0,0,84
9857,68335,1,8,98
9858,68335,0,1,83
9859,68337,1,7,97
9860,68337,0,0,84
9862,68335,1,8,98
9863,68335,0,1,83
9864,68337,1,7,97
9865,68337,0,0,84
9867,68335,1,8,98
9868,68335,0,1,83
9869,68335,0,0,83
9871,68335,1,8,98
9872,68335,0,1,83
9873,68335,0,0,83
9875,68331,0,0,31
9876,68333,0,0,31
9878,68331,0,0,31
9879,68333,0,0,31
9881,68329,0,1,31
9882,68331,0,0,31
9884,68329,0,1,31
9885,68331,0,0,31
9887,68329,0,1,31
9888,68329,0,0,30
9890,68329,0,1,31
9891,68329,0,0,30
9904,68329,1,0,93
9905,68331,1,4,94
9906,68333,1,5,95
9907,68335,1,5,146
9909,68329,1,0,93
9910,68331,1,4,94
9911,68331,0,6,95
9912,68333,1,5,95
9913,68333,0,6,95
9915,68329,1,0,93
9916,68331,1,4,94
9917,68331,0,6,95
9918,68333,1,5,95
9919,68333,0,6,95
9921,68329,1,0,93
9922,68329,0,5,94
9923,68331,1,4,94
9924,68331,0,6,95
9926,68329,1,0,93
9927,68329,0,5,94
9928,68331,1,4,94
9929,68331,0,6,95
9931,68329,1,0,93
9932,68329,0,5,94
9933,68329,0,5,94
9935,68329,1,0,93
9936,68329,0,5,94
9937,68329,0,5,94
9939,68325,0,0,71
9940,68326,0,0,71
9942,68325,0,0,71
9943,68326,0,0,71
9945,68325,0,0,71
9946,68325,0,2,68
9948,68325,0,0,71
9949,68325,0,2,68
9951,68321,0,0,66
9952,68323,0,0,66
9954,68321,0,0,66
9955,68323,0,0,66
9957,68319,0,1,65
9958,68321,0,0,66
9960,68319,0,1,65
9961,68321,0,0,66
9963,68319,0,1,65
9964,68319,0,0,65
9966,68319,0,1,65
9967,68319,0,0,65
9969,68315,0,0,63
9970,68317,0,0,63
9972,68315,0,0,63
9973,68317,0,0,63
9975,68315,0,0,63
9976,68315,0,1,62
9978,68315,0,0,63
9979,68315,0,1,62
9981,68311,0,0,32
9982,68313,0,0,32
9984,68311,0,0,32
9985,68313,0,0,32
9987,68306,0,1,31
9988,68311,0,0,32
9990,68306,0,1,31
9991,68311,0,0,32
9993,68306,0,1,31
9994,68306,0,0,31
9996,68306,0,1,31
9997,68306,0,0,31
10017,68306,1,0,94
10018,68311,1,5,95
10019,68313,1,5,95
10020,68315,1,6,125
10022,68306,1,0,94
10023,68311,1,5,95
10024,68311,0,7,95
10025,68313,1,5,95
10026,68313,0,7,95
10028,68306,1,0,94
10029,68311,1,5,95
10030,68311,0,7,95
10031,68313,1,5,95
10032,68313,0,7,95
10034,68306,1,0,94
10035,68306,0,6,94
10036,68311,1,5,95
10037,68311,0,7,95
10039,68306,1,0,94
10040,68306,0,6,94
10041,68311,1,5,95
10042,68311,0,7,95
10044,68306,1,0,94
10045,68306,0,6,94
10046,68306,0,6,94
10048,68306,1,0,94
10049,68306,0,6,94
10050,68306,0,6,94
10052,68307,0,1,33
10054,68307,0,1,33
10065,68306,1,6,157
10067,68307,0,7,95
10069,68307,0,7,95
10071,68308,0,0,33
10073,68308,0,0,33
10082,68307,1,6,158
10084,68308,0,7,97
10086,68308,0,7,97
10088,68309,0,1,33
10090,68309,0,1,33
10099,68308,1,5,160
10101,68309,0,6,97
10103,68309,0,6,97
10105,68299,0,0,41
10106,68300,0,0,41
10108,68299,0,0,41
10109,68300,0,0,41
10111,68296,0,1,40
10112,68299,0,0,41
10114,68296,0,1,40
10115,68299,0,0,41
10117,68296,0,1,40
10118,68296,0,0,40
10120,68296,0,1,40
10121,68296,0,0,40
10132,68296,1,0,103
10134,68297,0,1,40
10136,68297,0,1,40
10144,68297,1,0,103
10146,68291,0,0,62
10147,68293,0,0,62
10149,68291,0,0,62
10150,68293,0,0,62
10152,68286,0,1,61
10153,68291,0,0,62
10155,68286,0,1,61
10156,68291,0,0,62
10158,68286,0,1,61
10159,68286,0,0,61
10161,68286,0,1,61
10162,68286,0,0,61
10172,68286,1,0,124
10174,68287,0,0,61
10176,68287,0,0,61
10184,68287,1,0,124
10186,68288,0,0,61
10188,68288,0,0,61
10196,68288,1,0,124
10198,68289,0,0,61
10200,68289,0,0,61
10208,68289,1,0,124
10210,68279,0,0,65
10211,68281,0,0,65
10213,68279,0,0,65
10214,68281,0,0,65
10216,68273,0,0,64
10217,68279,0,0,65
10219,68273,0,0,64
10220,68279,0,0,65
10222,68273,0,0,64
10223,68273,0,1,64
10225,68273,0,0,64
10226,68273,0,1,64
10236,68273,1,0,127
10238,68274,0,0,66
10240,68274,0,0,66
10248,68274,1,0,129
10250,68275,0,1,68
10252,68275,0,1,68
10260,68275,1,0,131
10262,68276,0,0,70
10264,68276,0,0,70
10272,68276,1,0,133
10274,68277,0,0,70
10276,68277,0,0,70
10278,68265,0,0,57
10279,68266,0,0,57
10281,68265,0,0,57
10282,68266,0,0,57
10284,68262,0,0,56
10285,68265,0,0,57
10287,68262,0,0,56
10288,68265,0,0,57
10290,68262,0,0,56
10291,68262,0,1,56
10293,68262,0,0,56
10294,68262,0,1,56
10305,68262,1,0,119
10307,68263,0,0,56
10309,68263,0,0,56
10311,68257,0,0,32
10312,68258,0,0,32
10314,68257,0,0,32
10315,68258,0,0,32
10317,68255,0,1,33
10318,68257,0,0,32
10320,68255,0,1,33
10321,68257,0,0,32
10323,68255,0,1,33
10324,68255,0,1,33
10326,68255,0,1,33
10327,68255,0,1,33
10338,68255,1,2,98
10339,68257,1,1,97
10340,68258,1,1,97
10341,68263,1,0,119
10343,68255,1,2,98
10344,68257,1,1,97
10345,68257,0,1,96
10346,68258,1,1,97
10347,68258,0,1,96
10349,68255,1,2,98
10350,68257,1,1,97
10351,68257,0,1,96
10352,68258,1,1,97
10353,68258,0,1,96
10355,68255,1,2,98
10356,68255,0,1,95
10357,68257,1,1,97
10358,68257,0,1,96
10360,68255,1,2,98
10361,68255,0,1,95
10362,68257,1,1,97
10363,68257,0,1,96
10365,68255,1,2,98
10366,68255,0,1,95
10367,68255,0,0,95
10369,68255,1,2,98
10370,68255,0,1,95
10371,68255,0,0,95
10373,68251,0,0,80
10374,68253,0,0,80
10376,68251,0,0,80
10377,68253,0,0,80
10379,68247,0,0,79
10380,68251,0,0,80
10382,68247,0,0,79
10383,68251,0,0,80
10385,68247,0,0,79
10386,68247,0,1,79
10388,68247,0,0,79
10389,68247,0,1,79
10402,68247,1,0,142
10404,68248,0,0,79
10406,68248,0,0,79
10414,68248,1,0,142
10416,68249,0,0,79
10418,68249,0,0,79
10420,68241,0,0,69
10421,68243,0,0,69
10423,68241,0,0,69
10424,68243,0,0,69
10426,68235,0,1,68
10427,68241,0,0,69
10429,68235,0,1,68
10430,68241,0,0,69
10432,68235,0,1,68
10433,68235,0,0,68
10435,68235,0,1,68
10436,68235,0,0,68
10447,68235,1,0,131
10449,68236,0,0,68
10451,68236,0,0,68
10459,68236,1,0,131
10461,68237,0,0,68
10463,68237,0,0,68
10471,68237,1,0,131
10473,68238,0,0,68
10475,68238,0,0,68
10483,68238,1,0,131
10485,68239,0,0,68
10487,68239,0,0,68
10489,68227,0,0,42
10490,68229,0,0,42
10492,68227,0,0,42
10493,68229,0,0,42
10495,68222,0,1,42
10496,68227,0,0,42
10498,68222,0,1,42
10499,68227,0,0,42
10501,68222,0,1,42
10502,68222,0,0,41
10504,68222,0,1,42
10505,68222,0,0,41
10516,68222,1,0,104
10517,68227,1,9,105
10518,68229,1,10,106
10519,68239,1,10,131
10521,68222,1,0,104
10522,68227,1,9,105
10523,68227,0,11,106
10524,68229,1,10,106
10525,68229,0,11,106
10527,68222,1,0,104
10528,68227,1,9,105
10529,68227,0,11,106
10530,68229,1,10,106
10531,68229,0,11,106
10533,68222,1,0,104
10534,68222,0,11,105
10535,68227,1,9,105
10536,68227,0,11,106
10538,68222,1,0,104
10539,68222,0,11,105
10540,68227,1,9,105
10541,68227,0,11,106
10543,68222,1,0,104
10544,68222,0,11,105
10545,68222,0,10,105
10547,68222,1,0,104
10548,68222,0,11,105
10549,68222,0,10,105
10551,68223,0,5,46
10553,68223,0,5,46
